newspaper,league,date,url
The Monmouth inquirer. [volume],players league,1890-08-14,https://chroniclingamerica.loc.gov/lccn/sn83032307/1890-08-14/ed-1/seq-8.pdf
Passaic City record. [volume],players league,1903-12-19,https://chroniclingamerica.loc.gov/lccn/sn85035722/1903-12-19/ed-1/seq-3.pdf
The Van Buren press. [volume],players league,1901-01-05,https://chroniclingamerica.loc.gov/lccn/sn84022991/1901-01-05/ed-1/seq-4.pdf
Evening tribune.,players league,1890-06-13,https://chroniclingamerica.loc.gov/lccn/sn92064070/1890-06-13/ed-1/seq-3.pdf
Evening tribune.,players league,1890-08-22,https://chroniclingamerica.loc.gov/lccn/sn92064070/1890-08-22/ed-1/seq-3.pdf
Evening tribune.,players league,1890-08-15,https://chroniclingamerica.loc.gov/lccn/sn92064070/1890-08-15/ed-1/seq-3.pdf
Evening tribune.,players league,1890-07-16,https://chroniclingamerica.loc.gov/lccn/sn92064070/1890-07-16/ed-1/seq-3.pdf
Pawtucket tribune.,players league,1891-03-12,https://chroniclingamerica.loc.gov/lccn/sn92064071/1891-03-12/ed-1/seq-1.pdf
The Milwaukee leader. [volume],players league,1914-10-26,https://chroniclingamerica.loc.gov/lccn/sn83045293/1914-10-26/ed-1/seq-9.pdf
The Milwaukee leader. [volume],players league,1914-11-28,https://chroniclingamerica.loc.gov/lccn/sn83045293/1914-11-28/ed-1/seq-9.pdf
The Milwaukee leader. [volume],players league,1914-11-17,https://chroniclingamerica.loc.gov/lccn/sn83045293/1914-11-17/ed-1/seq-4.pdf
The Wichita daily eagle. [volume],players league,1890-07-16,https://chroniclingamerica.loc.gov/lccn/sn82014635/1890-07-16/ed-1/seq-2.pdf
Wichita eagle. [volume],players league,1889-12-19,https://chroniclingamerica.loc.gov/lccn/sn85032490/1889-12-19/ed-1/seq-2.pdf
The Wheeling intelligencer. [volume],players league,1915-04-07,https://chroniclingamerica.loc.gov/lccn/sn86092536/1915-04-07/ed-1/seq-10.pdf
The morning news. [volume],players league,1891-03-13,https://chroniclingamerica.loc.gov/lccn/sn86063034/1891-03-13/ed-1/seq-8.pdf
Wheeling Sunday register. [volume],players league,1891-06-28,https://chroniclingamerica.loc.gov/lccn/sn86092523/1891-06-28/ed-1/seq-3.pdf
The sun. [volume],players league,1898-04-20,https://chroniclingamerica.loc.gov/lccn/sn83030272/1898-04-20/ed-1/seq-8.pdf
Pittsburg dispatch. [volume],players league,1892-07-24,https://chroniclingamerica.loc.gov/lccn/sn84024546/1892-07-24/ed-1/seq-18.pdf
Pittsburg dispatch. [volume],players league,1890-05-16,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-05-16/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-07-20,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-07-20/ed-1/seq-14.pdf
Pittsburg dispatch. [volume],players league,1890-02-09,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-02-09/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-09-06,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-09-06/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-10-14,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-10-14/ed-1/seq-4.pdf
The Bridgeport times and evening farmer.,players league,1919-05-06,https://chroniclingamerica.loc.gov/lccn/sn92051227/1919-05-06/ed-1/seq-11.pdf
The Washington herald. [volume],players league,1910-09-16,https://chroniclingamerica.loc.gov/lccn/sn83045433/1910-09-16/ed-1/seq-9.pdf
The Washington herald. [volume],players league,1910-09-27,https://chroniclingamerica.loc.gov/lccn/sn83045433/1910-09-27/ed-1/seq-10.pdf
The Montgomery advertiser. [volume],players league,1914-01-25,https://chroniclingamerica.loc.gov/lccn/sn84020645/1914-01-25/ed-1/seq-14.pdf
Pittsburg dispatch. [volume],players league,1890-05-18,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-05-18/ed-1/seq-7.pdf
Pittsburg dispatch. [volume],players league,1889-11-10,https://chroniclingamerica.loc.gov/lccn/sn84024546/1889-11-10/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-09-30,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-09-30/ed-1/seq-4.pdf
The New York herald. [volume],players league,1922-09-03,https://chroniclingamerica.loc.gov/lccn/sn83045774/1922-09-03/ed-1/seq-47.pdf
The sun. [volume],players league,1919-01-09,https://chroniclingamerica.loc.gov/lccn/sn83030431/1919-01-09/ed-1/seq-15.pdf
The Washington herald. [volume],players league,1910-09-23,https://chroniclingamerica.loc.gov/lccn/sn83045433/1910-09-23/ed-1/seq-8.pdf
The sun. [volume],players league,1894-09-23,https://chroniclingamerica.loc.gov/lccn/sn83030272/1894-09-23/ed-1/seq-9.pdf
Pittsburg dispatch. [volume],players league,1890-10-26,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-10-26/ed-1/seq-6.pdf
The sun. [volume],players league,1914-08-16,https://chroniclingamerica.loc.gov/lccn/sn83030272/1914-08-16/ed-1/seq-13.pdf
The San Francisco call. [volume],players league,1902-12-08,https://chroniclingamerica.loc.gov/lccn/sn85066387/1902-12-08/ed-1/seq-6.pdf
Sacramento daily record-union. [volume],players league,1890-04-22,https://chroniclingamerica.loc.gov/lccn/sn82014381/1890-04-22/ed-1/seq-1.pdf
Sacramento daily record-union. [volume],players league,1890-07-29,https://chroniclingamerica.loc.gov/lccn/sn82014381/1890-07-29/ed-1/seq-1.pdf
Morning journal and courier. [volume],players league,1890-08-20,https://chroniclingamerica.loc.gov/lccn/sn82015483/1890-08-20/ed-1/seq-2.pdf
The evening world. [volume],players league,1890-03-08,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-03-08/ed-2/seq-1.pdf
The evening world. [volume],players league,1890-05-29,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-05-29/ed-2/seq-1.pdf
The evening world. [volume],players league,1890-05-15,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-05-15/ed-1/seq-3.pdf
The evening world. [volume],players league,1889-09-23,https://chroniclingamerica.loc.gov/lccn/sn83030193/1889-09-23/ed-2/seq-1.pdf
The evening world. [volume],players league,1890-02-22,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-02-22/ed-3/seq-1.pdf
The evening world. [volume],players league,1889-12-12,https://chroniclingamerica.loc.gov/lccn/sn83030193/1889-12-12/ed-2/seq-3.pdf
The evening world. [volume],players league,1890-07-26,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-07-26/ed-2/seq-1.pdf
The evening world. [volume],players league,1891-01-24,https://chroniclingamerica.loc.gov/lccn/sn83030193/1891-01-24/ed-3/seq-2.pdf
The evening world. [volume],players league,1890-08-09,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-08-09/ed-5/seq-1.pdf
Pittsburg dispatch. [volume],players league,1891-10-20,https://chroniclingamerica.loc.gov/lccn/sn84024546/1891-10-20/ed-1/seq-8.pdf
Deseret evening news. [volume],players league,1890-03-04,https://chroniclingamerica.loc.gov/lccn/sn83045555/1890-03-04/ed-1/seq-1.pdf
The times. [volume],players league,1898-09-18,https://chroniclingamerica.loc.gov/lccn/sn85054468/1898-09-18/ed-1/seq-8.pdf
The daily critic.,players league,1890-10-22,https://chroniclingamerica.loc.gov/lccn/sn2008058170/1890-10-22/ed-1/seq-1.pdf
The Salt Lake herald. [volume],players league,1891-01-14,https://chroniclingamerica.loc.gov/lccn/sn85058130/1891-01-14/ed-1/seq-1.pdf
The Salt Lake herald. [volume],players league,1890-07-03,https://chroniclingamerica.loc.gov/lccn/sn85058130/1890-07-03/ed-1/seq-5.pdf
The Salt Lake herald. [volume],players league,1890-02-19,https://chroniclingamerica.loc.gov/lccn/sn85058130/1890-02-19/ed-1/seq-1.pdf
The Salt Lake herald. [volume],players league,1890-02-26,https://chroniclingamerica.loc.gov/lccn/sn85058130/1890-02-26/ed-1/seq-1.pdf
The Salt Lake herald. [volume],players league,1890-04-23,https://chroniclingamerica.loc.gov/lccn/sn85058130/1890-04-23/ed-1/seq-1.pdf
Pittsburg dispatch. [volume],players league,1891-11-26,https://chroniclingamerica.loc.gov/lccn/sn84024546/1891-11-26/ed-1/seq-8.pdf
The Saint Paul globe.,players league,1902-03-02,https://chroniclingamerica.loc.gov/lccn/sn90059523/1902-03-02/ed-1/seq-10.pdf
Sacramento daily record-union. [volume],players league,1890-09-27,https://chroniclingamerica.loc.gov/lccn/sn82014381/1890-09-27/ed-1/seq-1.pdf
Sacramento daily record-union. [volume],players league,1890-08-30,https://chroniclingamerica.loc.gov/lccn/sn82014381/1890-08-30/ed-1/seq-1.pdf
Sacramento daily record-union. [volume],players league,1890-08-09,https://chroniclingamerica.loc.gov/lccn/sn82014381/1890-08-09/ed-1/seq-1.pdf
The Wichita daily eagle. [volume],players league,1890-08-08,https://chroniclingamerica.loc.gov/lccn/sn82014635/1890-08-08/ed-1/seq-2.pdf
Omaha daily bee.,players league,1890-03-02,https://chroniclingamerica.loc.gov/lccn/sn99021999/1890-03-02/ed-1/seq-2.pdf
Omaha daily bee.,players league,1890-03-04,https://chroniclingamerica.loc.gov/lccn/sn99021999/1890-03-04/ed-1/seq-6.pdf
The Wichita daily eagle. [volume],players league,1890-04-27,https://chroniclingamerica.loc.gov/lccn/sn82014635/1890-04-27/ed-1/seq-10.pdf
Fort Worth daily gazette.,players league,1890-06-13,https://chroniclingamerica.loc.gov/lccn/sn86064205/1890-06-13/ed-1/seq-2.pdf
Evening public ledger. [volume],players league,1914-11-27,https://chroniclingamerica.loc.gov/lccn/sn83045211/1914-11-27/ed-1/seq-14.pdf
The evening world. [volume],players league,1894-11-09,https://chroniclingamerica.loc.gov/lccn/sn83030193/1894-11-09/ed-2/seq-5.pdf
The evening world. [volume],players league,1894-11-09,https://chroniclingamerica.loc.gov/lccn/sn83030193/1894-11-09/ed-3/seq-5.pdf
Pittsburg dispatch. [volume],players league,1890-04-07,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-04-07/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-11-26,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-11-26/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-01-23,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-01-23/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-01-28,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-01-28/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-02-08,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-02-08/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-10-09,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-10-09/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1891-02-09,https://chroniclingamerica.loc.gov/lccn/sn84024546/1891-02-09/ed-1/seq-6.pdf
The Washington times. [volume],players league,1922-09-03,https://chroniclingamerica.loc.gov/lccn/sn84026749/1922-09-03/ed-1/seq-14.pdf
The Salt Lake herald. [volume],players league,1889-12-06,https://chroniclingamerica.loc.gov/lccn/sn85058130/1889-12-06/ed-1/seq-1.pdf
The Salt Lake herald. [volume],players league,1889-12-13,https://chroniclingamerica.loc.gov/lccn/sn85058130/1889-12-13/ed-1/seq-1.pdf
The Washington herald. [volume],players league,1914-10-22,https://chroniclingamerica.loc.gov/lccn/sn83045433/1914-10-22/ed-1/seq-12.pdf
The Jersey City news.,players league,1890-09-12,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-09-12/ed-1/seq-3.pdf
The Jersey City news.,players league,1890-09-18,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-09-18/ed-1/seq-3.pdf
Evening journal. [volume],players league,1890-05-07,https://chroniclingamerica.loc.gov/lccn/sn85042354/1890-05-07/ed-1/seq-3.pdf
Evening journal. [volume],players league,1890-09-17,https://chroniclingamerica.loc.gov/lccn/sn85042354/1890-09-17/ed-1/seq-1.pdf
Evening journal. [volume],players league,1890-09-06,https://chroniclingamerica.loc.gov/lccn/sn85042354/1890-09-06/ed-1/seq-2.pdf
Narragansett herald.,players league,1890-07-26,https://chroniclingamerica.loc.gov/lccn/sn92063989/1890-07-26/ed-1/seq-5.pdf
Springfield weekly Republican. [volume],players league,1913-08-14,https://chroniclingamerica.loc.gov/lccn/sn83020847/1913-08-14/ed-1/seq-11.pdf
The Milwaukee leader. [volume],players league,1915-01-04,https://chroniclingamerica.loc.gov/lccn/sn83045293/1915-01-04/ed-1/seq-9.pdf
Pittsburg dispatch. [volume],players league,1892-04-20,https://chroniclingamerica.loc.gov/lccn/sn84024546/1892-04-20/ed-1/seq-8.pdf
Pittsburg dispatch. [volume],players league,1889-12-06,https://chroniclingamerica.loc.gov/lccn/sn84024546/1889-12-06/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1889-11-18,https://chroniclingamerica.loc.gov/lccn/sn84024546/1889-11-18/ed-1/seq-6.pdf
The Indianapolis journal. [volume],players league,1895-01-27,https://chroniclingamerica.loc.gov/lccn/sn82015679/1895-01-27/ed-1/seq-2.pdf
Pittsburg dispatch. [volume],players league,1890-09-14,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-09-14/ed-1/seq-6.pdf
The sun. [volume],players league,1890-11-16,https://chroniclingamerica.loc.gov/lccn/sn83030272/1890-11-16/ed-1/seq-3.pdf
Sacramento daily record-union. [volume],players league,1890-04-20,https://chroniclingamerica.loc.gov/lccn/sn82014381/1890-04-20/ed-1/seq-4.pdf
Morning journal and courier. [volume],players league,1890-03-12,https://chroniclingamerica.loc.gov/lccn/sn82015483/1890-03-12/ed-1/seq-2.pdf
Morning journal and courier. [volume],players league,1890-02-21,https://chroniclingamerica.loc.gov/lccn/sn82015483/1890-02-21/ed-1/seq-2.pdf
The evening world. [volume],players league,1890-07-16,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-07-16/ed-4/seq-1.pdf
The evening world. [volume],players league,1890-09-10,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-09-10/ed-4/seq-1.pdf
The evening world. [volume],players league,1890-08-15,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-08-15/ed-4/seq-1.pdf
The sun. [volume],players league,1889-11-23,https://chroniclingamerica.loc.gov/lccn/sn83030272/1889-11-23/ed-1/seq-5.pdf
Pittsburg dispatch. [volume],players league,1890-08-27,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-08-27/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-05-15,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-05-15/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-07-05,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-07-05/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-07-12,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-07-12/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-07-19,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-07-19/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-04-29,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-04-29/ed-1/seq-12.pdf
Pittsburg dispatch. [volume],players league,1890-08-07,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-08-07/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-08-16,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-08-16/ed-1/seq-6.pdf
Sacramento daily record-union. [volume],players league,1890-09-04,https://chroniclingamerica.loc.gov/lccn/sn82014381/1890-09-04/ed-1/seq-4.pdf
The Jersey City news.,players league,1890-04-30,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-04-30/ed-1/seq-3.pdf
The Jersey City news.,players league,1890-08-22,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-08-22/ed-1/seq-3.pdf
The Jersey City news.,players league,1890-09-19,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-09-19/ed-1/seq-3.pdf
The Jersey City news.,players league,1890-09-20,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-09-20/ed-1/seq-3.pdf
The Jersey City news.,players league,1890-07-09,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-07-09/ed-1/seq-3.pdf
The Jersey City news.,players league,1890-07-26,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-07-26/ed-1/seq-3.pdf
The Jersey City news.,players league,1890-08-08,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-08-08/ed-1/seq-3.pdf
The Jersey City news.,players league,1890-06-21,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-06-21/ed-1/seq-3.pdf
The Portland daily press. [volume],players league,1890-05-03,https://chroniclingamerica.loc.gov/lccn/sn83016025/1890-05-03/ed-1/seq-1.pdf
The Portland daily press. [volume],players league,1890-09-02,https://chroniclingamerica.loc.gov/lccn/sn83016025/1890-09-02/ed-1/seq-1.pdf
Narragansett herald.,players league,1890-03-08,https://chroniclingamerica.loc.gov/lccn/sn92063989/1890-03-08/ed-1/seq-1.pdf
The morning call. [volume],players league,1890-04-29,https://chroniclingamerica.loc.gov/lccn/sn94052989/1890-04-29/ed-1/seq-1.pdf
The morning call. [volume],players league,1890-11-12,https://chroniclingamerica.loc.gov/lccn/sn94052989/1890-11-12/ed-1/seq-8.pdf
The morning call. [volume],players league,1890-10-22,https://chroniclingamerica.loc.gov/lccn/sn94052989/1890-10-22/ed-1/seq-1.pdf
The Washington herald. [volume],players league,1910-11-27,https://chroniclingamerica.loc.gov/lccn/sn83045433/1910-11-27/ed-1/seq-32.pdf
The evening world. [volume],players league,1890-01-28,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-01-28/ed-2/seq-3.pdf
The sun. [volume],players league,1896-01-10,https://chroniclingamerica.loc.gov/lccn/sn83030272/1896-01-10/ed-1/seq-4.pdf
Pittsburg dispatch. [volume],players league,1890-09-17,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-09-17/ed-1/seq-6.pdf
The sun. [volume],players league,1895-01-17,https://chroniclingamerica.loc.gov/lccn/sn83030272/1895-01-17/ed-1/seq-8.pdf
The sun. [volume],players league,1895-01-04,https://chroniclingamerica.loc.gov/lccn/sn83030272/1895-01-04/ed-1/seq-8.pdf
The sun. [volume],players league,1895-03-13,https://chroniclingamerica.loc.gov/lccn/sn83030272/1895-03-13/ed-1/seq-8.pdf
Waterbury evening Democrat. [volume],players league,1890-09-09,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-09-09/ed-1/seq-3.pdf
The morning call. [volume],players league,1890-05-07,https://chroniclingamerica.loc.gov/lccn/sn94052989/1890-05-07/ed-1/seq-1.pdf
The morning call. [volume],players league,1890-04-22,https://chroniclingamerica.loc.gov/lccn/sn94052989/1890-04-22/ed-1/seq-1.pdf
The Indianapolis journal. [volume],players league,1890-01-10,https://chroniclingamerica.loc.gov/lccn/sn82015679/1890-01-10/ed-1/seq-5.pdf
The Indianapolis journal. [volume],players league,1890-03-03,https://chroniclingamerica.loc.gov/lccn/sn82015679/1890-03-03/ed-1/seq-5.pdf
The Indianapolis journal. [volume],players league,1890-02-14,https://chroniclingamerica.loc.gov/lccn/sn82015679/1890-02-14/ed-1/seq-5.pdf
The Indianapolis journal. [volume],players league,1890-09-15,https://chroniclingamerica.loc.gov/lccn/sn82015679/1890-09-15/ed-1/seq-5.pdf
The Indianapolis journal. [volume],players league,1890-05-08,https://chroniclingamerica.loc.gov/lccn/sn82015679/1890-05-08/ed-1/seq-3.pdf
The Indianapolis journal. [volume],players league,1889-12-29,https://chroniclingamerica.loc.gov/lccn/sn82015679/1889-12-29/ed-1/seq-5.pdf
Waterbury evening Democrat. [volume],players league,1890-08-19,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-08-19/ed-1/seq-3.pdf
The Indianapolis journal. [volume],players league,1889-11-29,https://chroniclingamerica.loc.gov/lccn/sn82015679/1889-11-29/ed-1/seq-2.pdf
The Indianapolis journal. [volume],players league,1890-05-04,https://chroniclingamerica.loc.gov/lccn/sn82015679/1890-05-04/ed-1/seq-2.pdf
The Indianapolis journal. [volume],players league,1890-05-21,https://chroniclingamerica.loc.gov/lccn/sn82015679/1890-05-21/ed-1/seq-3.pdf
The Indianapolis journal. [volume],players league,1890-01-30,https://chroniclingamerica.loc.gov/lccn/sn82015679/1890-01-30/ed-1/seq-5.pdf
The Indianapolis journal. [volume],players league,1890-11-11,https://chroniclingamerica.loc.gov/lccn/sn82015679/1890-11-11/ed-1/seq-2.pdf
The Redwood gazette. [volume],players league,1891-01-22,https://chroniclingamerica.loc.gov/lccn/sn85025570/1891-01-22/ed-1/seq-1.pdf
The Iowa plain dealer. [volume],players league,1891-01-22,https://chroniclingamerica.loc.gov/lccn/sn83025167/1891-01-22/ed-1/seq-1.pdf
Waterbury evening Democrat. [volume],players league,1890-08-26,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-08-26/ed-1/seq-3.pdf
The Worthington advance. [volume],players league,1891-01-22,https://chroniclingamerica.loc.gov/lccn/sn85025620/1891-01-22/ed-1/seq-2.pdf
The Indianapolis journal. [volume],players league,1890-03-12,https://chroniclingamerica.loc.gov/lccn/sn82015679/1890-03-12/ed-1/seq-5.pdf
The Indianapolis journal. [volume],players league,1890-09-22,https://chroniclingamerica.loc.gov/lccn/sn82015679/1890-09-22/ed-1/seq-2.pdf
The Indianapolis journal. [volume],players league,1889-11-14,https://chroniclingamerica.loc.gov/lccn/sn82015679/1889-11-14/ed-1/seq-5.pdf
The Indianapolis journal. [volume],players league,1889-12-13,https://chroniclingamerica.loc.gov/lccn/sn82015679/1889-12-13/ed-1/seq-1.pdf
Iron County register. [volume],players league,1890-10-02,https://chroniclingamerica.loc.gov/lccn/sn84024283/1890-10-02/ed-1/seq-6.pdf
Springfield weekly Republican. [volume],players league,1890-07-11,https://chroniclingamerica.loc.gov/lccn/sn83020847/1890-07-11/ed-1/seq-10.pdf
The Salt Lake tribune. [volume],players league,1914-03-08,https://chroniclingamerica.loc.gov/lccn/sn83045396/1914-03-08/ed-1/seq-57.pdf
Detroit evening times.,players league,1942-09-30,https://chroniclingamerica.loc.gov/lccn/sn88063294/1942-09-30/ed-1/seq-19.pdf
The Montgomery advertiser. [volume],players league,1909-02-03,https://chroniclingamerica.loc.gov/lccn/sn84020645/1909-02-03/ed-1/seq-14.pdf
The Washington herald. [volume],players league,1910-08-22,https://chroniclingamerica.loc.gov/lccn/sn83045433/1910-08-22/ed-1/seq-7.pdf
The sun. [volume],players league,1895-04-24,https://chroniclingamerica.loc.gov/lccn/sn83030272/1895-04-24/ed-1/seq-4.pdf
The Washington herald. [volume],players league,1910-08-26,https://chroniclingamerica.loc.gov/lccn/sn83045433/1910-08-26/ed-1/seq-7.pdf
The Washington herald. [volume],players league,1910-08-29,https://chroniclingamerica.loc.gov/lccn/sn83045433/1910-08-29/ed-1/seq-6.pdf
The Washington herald. [volume],players league,1910-09-06,https://chroniclingamerica.loc.gov/lccn/sn83045433/1910-09-06/ed-1/seq-9.pdf
Pittsburg dispatch. [volume],players league,1890-12-09,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-12-09/ed-1/seq-6.pdf
Sacramento daily record-union. [volume],players league,1890-07-20,https://chroniclingamerica.loc.gov/lccn/sn82014381/1890-07-20/ed-1/seq-4.pdf
The evening world. [volume],players league,1890-08-14,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-08-14/ed-4/seq-1.pdf
The Washington critic.,players league,1890-02-23,https://chroniclingamerica.loc.gov/lccn/sn2008058169/1890-02-23/ed-1/seq-2.pdf
Pittsburg dispatch. [volume],players league,1891-07-16,https://chroniclingamerica.loc.gov/lccn/sn84024546/1891-07-16/ed-1/seq-6.pdf
The Washington herald. [volume],players league,1910-09-28,https://chroniclingamerica.loc.gov/lccn/sn83045433/1910-09-28/ed-1/seq-9.pdf
The sun. [volume],players league,1918-08-07,https://chroniclingamerica.loc.gov/lccn/sn83030431/1918-08-07/ed-1/seq-11.pdf
The evening world. [volume],players league,1890-07-07,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-07-07/ed-4/seq-1.pdf
Pittsburg dispatch. [volume],players league,1890-05-10,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-05-10/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-06-03,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-06-03/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-03-14,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-03-14/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-07-01,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-07-01/ed-1/seq-4.pdf
Pittsburg dispatch. [volume],players league,1890-04-11,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-04-11/ed-1/seq-6.pdf
The Salt Lake herald. [volume],players league,1905-04-30,https://chroniclingamerica.loc.gov/lccn/sn85058130/1905-04-30/ed-1/seq-5.pdf
The Sunday morning news. [volume],players league,1890-07-13,https://chroniclingamerica.loc.gov/lccn/sn85036014/1890-07-13/ed-1/seq-8.pdf
The Washington herald. [volume],players league,1910-09-13,https://chroniclingamerica.loc.gov/lccn/sn83045433/1910-09-13/ed-1/seq-9.pdf
The Montgomery advertiser. [volume],players league,1914-11-03,https://chroniclingamerica.loc.gov/lccn/sn84020645/1914-11-03/ed-1/seq-9.pdf
The Washington herald. [volume],players league,1912-01-07,https://chroniclingamerica.loc.gov/lccn/sn83045433/1912-01-07/ed-1/seq-4.pdf
Atlanta Georgian. [volume],players league,1914-05-17,https://chroniclingamerica.loc.gov/lccn/sn89053729/1914-05-17/ed-2/seq-6.pdf
The Washington herald. [volume],players league,1910-09-26,https://chroniclingamerica.loc.gov/lccn/sn83045433/1910-09-26/ed-1/seq-8.pdf
The Sunday herald and weekly national intelligencer. [volume],players league,1891-04-05,https://chroniclingamerica.loc.gov/lccn/sn82016373/1891-04-05/ed-1/seq-8.pdf
The Sunday herald and weekly national intelligencer. [volume],players league,1891-02-22,https://chroniclingamerica.loc.gov/lccn/sn82016373/1891-02-22/ed-1/seq-8.pdf
The Sunday herald and weekly national intelligencer. [volume],players league,1890-04-06,https://chroniclingamerica.loc.gov/lccn/sn82016373/1890-04-06/ed-1/seq-7.pdf
The Sunday herald and weekly national intelligencer. [volume],players league,1891-01-11,https://chroniclingamerica.loc.gov/lccn/sn82016373/1891-01-11/ed-1/seq-5.pdf
The Sunday herald and weekly national intelligencer. [volume],players league,1891-01-25,https://chroniclingamerica.loc.gov/lccn/sn82016373/1891-01-25/ed-1/seq-8.pdf
The Republican. [volume],players league,1890-11-07,https://chroniclingamerica.loc.gov/lccn/sn88065202/1890-11-07/ed-1/seq-3.pdf
Griggs courier.,players league,1890-10-10,https://chroniclingamerica.loc.gov/lccn/sn88076998/1890-10-10/ed-1/seq-2.pdf
Grant County herald. [volume],players league,1891-01-22,https://chroniclingamerica.loc.gov/lccn/sn85033133/1891-01-22/ed-1/seq-2.pdf
The daily state chronicle. [volume],players league,1890-08-13,https://chroniclingamerica.loc.gov/lccn/sn92072977/1890-08-13/ed-1/seq-1.pdf
The Sunday herald and weekly national intelligencer. [volume],players league,1890-04-27,https://chroniclingamerica.loc.gov/lccn/sn82016373/1890-04-27/ed-1/seq-8.pdf
The Sunday herald and weekly national intelligencer. [volume],players league,1890-11-16,https://chroniclingamerica.loc.gov/lccn/sn82016373/1890-11-16/ed-1/seq-8.pdf
Evening star. [volume],players league,1911-06-07,https://chroniclingamerica.loc.gov/lccn/sn83045462/1911-06-07/ed-1/seq-12.pdf
